kernel,default_bandwidth_gb_s_median,slug_bandwidth_gb_s_median,bandwidth_speedup,bandwidth_delta_pct,default_seconds_median,slug_seconds_median,time_speedup,time_delta_pct
stream_triad,26.5761,29.242,1.1003119344072305,10.031193440723051,0.404025,0.367192,1.1003099196060917,-9.116515067136932
wrf_stencil,57.27,62.7281,1.0953046970490656,9.530469704906563,0.369352,0.337214,1.0953044654136543,-8.701184777664661
gromacs_pairlist,94.4041,115.131,1.2195550828830528,21.955508288305282,0.170608,0.139894,1.2195519464737588,-18.002672793772867
sst_sparse,15.2181,16.3355,1.073425723316314,7.342572331631403,1.85211,1.72542,1.073425600723302,-6.840306461279299
quantum_state,29.3695,35.2565,1.2004460409608608,20.044604096086083,0.182799,0.152276,1.2004452441619164,-16.69757493202917
