trace,scheduler,rep,query,transactions,seconds,tps,avg_micros,read_ops_per_tx,write_ops_per_tx,errors,wall_seconds
payment,default,1,payment,10000,0.0251056,398318.0,2.51056,3.0,3.0,0,0.0850980281829834
payment,scx_nest_slug_read,1,payment,10000,0.0243695,410350.0,2.43695,3.0,3.0,0,0.11295461654663086
