buffer_size_gb,command,config,cpu_node,duration,enable_numa,label,mem_node,memory_numa_node,num_readers,num_writers,numa_node,random_access,read_bandwidth_mbps,read_ratio,returncode,status,stderr,stdout,test_duration,threads,total_bandwidth_mbps,total_iops,used_numa_alloc,wall_clock_s,write_bandwidth_mbps
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 16 --duration 10 --read-ratio 0.75 --json --random,local_dram,0,10,True,Local DRAM,0,0,12,4,0,True,5798.05,0.75,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 16,
  ""read_ratio"": 0.75,
  ""num_readers"": 12,
  ""num_writers"": 4,
  ""read_bandwidth_mbps"": 5798.05,
  ""read_iops"": 1.4843e+06,
  ""write_bandwidth_mbps"": 1937.53,
  ""write_iops"": 496008,
  ""total_bandwidth_mbps"": 7735.58,
  ""total_iops"": 1.98031e+06,
  ""total_read_bytes"": 60797468672,
  ""total_write_bytes"": 20316647424,
  ""total_read_ops"": 14843132,
  ""total_write_ops"": 4960119,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,16,7735.58,1980310.0,True,35.557613134384155,1937.53
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 16 --duration 10 --read-ratio 0.85 --json --random,local_dram,0,10,True,Local DRAM,0,0,13,3,0,True,6293.77,0.85,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 16,
  ""read_ratio"": 0.85,
  ""num_readers"": 13,
  ""num_writers"": 3,
  ""read_bandwidth_mbps"": 6293.77,
  ""read_iops"": 1.61121e+06,
  ""write_bandwidth_mbps"": 1457.44,
  ""write_iops"": 373104,
  ""total_bandwidth_mbps"": 7751.21,
  ""total_iops"": 1.98431e+06,
  ""total_read_bytes"": 65995554816,
  ""total_write_bytes"": 15282458624,
  ""total_read_ops"": 16112196,
  ""total_write_ops"": 3731069,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,16,7751.21,1984310.0,True,36.61506795883179,1457.44
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 16 --duration 10 --read-ratio 0.95 --json --random,local_dram,0,10,True,Local DRAM,0,0,15,1,0,True,7290.32,0.95,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 16,
  ""read_ratio"": 0.95,
  ""num_readers"": 15,
  ""num_writers"": 1,
  ""read_bandwidth_mbps"": 7290.32,
  ""read_iops"": 1.86632e+06,
  ""write_bandwidth_mbps"": 488.386,
  ""write_iops"": 125027,
  ""total_bandwidth_mbps"": 7778.7,
  ""total_iops"": 1.99135e+06,
  ""total_read_bytes"": 76445106176,
  ""total_write_bytes"": 5121138688,
  ""total_read_ops"": 18663356,
  ""total_write_ops"": 1250278,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,16,7778.7,1991350.0,True,35.751049518585205,488.386
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 16 --duration 10 --read-ratio 1.0 --json --random,local_dram,0,10,True,Local DRAM,0,0,16,0,0,True,7783.79,1.0,0,success,,"{
  ""test_duration"": 10.0007,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 16,
  ""read_ratio"": 1,
  ""num_readers"": 16,
  ""num_writers"": 0,
  ""read_bandwidth_mbps"": 7783.79,
  ""read_iops"": 1.99265e+06,
  ""write_bandwidth_mbps"": 0,
  ""write_iops"": 0,
  ""total_bandwidth_mbps"": 7783.79,
  ""total_iops"": 1.99265e+06,
  ""total_read_bytes"": 81625071616,
  ""total_write_bytes"": 0,
  ""total_read_ops"": 19927996,
  ""total_write_ops"": 0,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0007,16,7783.79,1992650.0,True,36.49650979042053,0
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.0 --json --random,local_dram,0,10,True,Local DRAM,0,0,0,64,0,True,0,0.0,0,success,,"{
  ""test_duration"": 10.0003,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0,
  ""num_readers"": 0,
  ""num_writers"": 64,
  ""read_bandwidth_mbps"": 0,
  ""read_iops"": 0,
  ""write_bandwidth_mbps"": 8522.46,
  ""write_iops"": 2.18175e+06,
  ""total_bandwidth_mbps"": 8522.46,
  ""total_iops"": 2.18175e+06,
  ""total_read_bytes"": 0,
  ""total_write_bytes"": 89366990848,
  ""total_read_ops"": 0,
  ""total_write_ops"": 21818113,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0003,64,8522.46,2181750.0,True,36.20975089073181,8522.46
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.15 --json --random,local_dram,0,10,True,Local DRAM,0,0,9,55,0,True,1231.7,0.15,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0.15,
  ""num_readers"": 9,
  ""num_writers"": 55,
  ""read_bandwidth_mbps"": 1231.7,
  ""read_iops"": 315315,
  ""write_bandwidth_mbps"": 7522.42,
  ""write_iops"": 1.92574e+06,
  ""total_bandwidth_mbps"": 8754.12,
  ""total_iops"": 2.24106e+06,
  ""total_read_bytes"": 12915445760,
  ""total_write_bytes"": 78879137792,
  ""total_read_ops"": 3153185,
  ""total_write_ops"": 19257602,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,64,8754.12,2241060.0,True,36.05112361907959,7522.42
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.25 --json --random,local_dram,0,10,True,Local DRAM,0,0,16,48,0,True,2268.34,0.25,0,success,,"{
  ""test_duration"": 10.0002,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0.25,
  ""num_readers"": 16,
  ""num_writers"": 48,
  ""read_bandwidth_mbps"": 2268.34,
  ""read_iops"": 580695,
  ""write_bandwidth_mbps"": 6752.64,
  ""write_iops"": 1.72868e+06,
  ""total_bandwidth_mbps"": 9020.98,
  ""total_iops"": 2.30937e+06,
  ""total_read_bytes"": 23785730048,
  ""total_write_bytes"": 70807973888,
  ""total_read_ops"": 5807063,
  ""total_write_ops"": 17287103,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0002,64,9020.98,2309370.0,True,36.47767162322998,6752.64
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.35 --json --random,local_dram,0,10,True,Local DRAM,0,0,22,42,0,True,3131.74,0.35,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0.35,
  ""num_readers"": 22,
  ""num_writers"": 42,
  ""read_bandwidth_mbps"": 3131.74,
  ""read_iops"": 801725,
  ""write_bandwidth_mbps"": 5987.43,
  ""write_iops"": 1.53278e+06,
  ""total_bandwidth_mbps"": 9119.17,
  ""total_iops"": 2.33451e+06,
  ""total_read_bytes"": 32838897664,
  ""total_write_bytes"": 62783270912,
  ""total_read_ops"": 8017309,
  ""total_write_ops"": 15327947,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,64,9119.17,2334510.0,True,35.989670276641846,5987.43
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.45 --json --random,local_dram,0,10,True,Local DRAM,0,0,28,36,0,True,4161.12,0.45,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0.45,
  ""num_readers"": 28,
  ""num_writers"": 36,
  ""read_bandwidth_mbps"": 4161.12,
  ""read_iops"": 1.06525e+06,
  ""write_bandwidth_mbps"": 5302.15,
  ""write_iops"": 1.35735e+06,
  ""total_bandwidth_mbps"": 9463.27,
  ""total_iops"": 2.4226e+06,
  ""total_read_bytes"": 43632885760,
  ""total_write_bytes"": 55597584384,
  ""total_read_ops"": 10652560,
  ""total_write_ops"": 13573629,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,64,9463.27,2422600.0,True,36.92601466178894,5302.15
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.5 --json --random,local_dram,0,10,True,Local DRAM,0,0,32,32,0,True,4867.55,0.5,0,success,,"{
  ""test_duration"": 10.0011,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0.5,
  ""num_readers"": 32,
  ""num_writers"": 32,
  ""read_bandwidth_mbps"": 4867.55,
  ""read_iops"": 1.24609e+06,
  ""write_bandwidth_mbps"": 4834.17,
  ""write_iops"": 1.23755e+06,
  ""total_bandwidth_mbps"": 9701.71,
  ""total_iops"": 2.48364e+06,
  ""total_read_bytes"": 51045400576,
  ""total_write_bytes"": 50695356416,
  ""total_read_ops"": 12462256,
  ""total_write_ops"": 12376796,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0011,64,9701.71,2483640.0,True,35.877819299697876,4834.17
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.55 --json --random,local_dram,0,10,True,Local DRAM,0,0,35,29,0,True,5290.19,0.55,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0.55,
  ""num_readers"": 35,
  ""num_writers"": 29,
  ""read_bandwidth_mbps"": 5290.19,
  ""read_iops"": 1.35429e+06,
  ""write_bandwidth_mbps"": 4358.83,
  ""write_iops"": 1.11586e+06,
  ""total_bandwidth_mbps"": 9649.02,
  ""total_iops"": 2.47015e+06,
  ""total_read_bytes"": 55472140288,
  ""total_write_bytes"": 45705994240,
  ""total_read_ops"": 13543003,
  ""total_write_ops"": 11158690,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,64,9649.02,2470150.0,True,35.87779903411865,4358.83
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.65 --json --random,local_dram,0,10,True,Local DRAM,0,0,41,23,0,True,6380.9,0.65,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0.65,
  ""num_readers"": 41,
  ""num_writers"": 23,
  ""read_bandwidth_mbps"": 6380.9,
  ""read_iops"": 1.63351e+06,
  ""write_bandwidth_mbps"": 3542.08,
  ""write_iops"": 906773,
  ""total_bandwidth_mbps"": 9922.99,
  ""total_iops"": 2.54028e+06,
  ""total_read_bytes"": 66909286400,
  ""total_write_bytes"": 37141774336,
  ""total_read_ops"": 16335275,
  ""total_write_ops"": 9067816,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,64,9922.99,2540280.0,True,35.83954977989197,3542.08
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.75 --json --random,local_dram,0,10,True,Local DRAM,0,0,48,16,0,True,7620.39,0.75,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0.75,
  ""num_readers"": 48,
  ""num_writers"": 16,
  ""read_bandwidth_mbps"": 7620.39,
  ""read_iops"": 1.95082e+06,
  ""write_bandwidth_mbps"": 2513.75,
  ""write_iops"": 643519,
  ""total_bandwidth_mbps"": 10134.1,
  ""total_iops"": 2.59434e+06,
  ""total_read_bytes"": 79906324480,
  ""total_write_bytes"": 26358800384,
  ""total_read_ops"": 19508380,
  ""total_write_ops"": 6435254,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,64,10134.1,2594340.0,True,35.757450342178345,2513.75
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.85 --json --random,local_dram,0,10,True,Local DRAM,0,0,54,10,0,True,8744.01,0.85,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0.85,
  ""num_readers"": 54,
  ""num_writers"": 10,
  ""read_bandwidth_mbps"": 8744.01,
  ""read_iops"": 2.23847e+06,
  ""write_bandwidth_mbps"": 1593.79,
  ""write_iops"": 408011,
  ""total_bandwidth_mbps"": 10337.8,
  ""total_iops"": 2.64648e+06,
  ""total_read_bytes"": 91688435712,
  ""total_write_bytes"": 16712286208,
  ""total_read_ops"": 22384872,
  ""total_write_ops"": 4080148,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,64,10337.8,2646480.0,True,37.108341455459595,1593.79
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 0.95 --json --random,local_dram,0,10,True,Local DRAM,0,0,60,4,0,True,9793.91,0.95,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 0.95,
  ""num_readers"": 60,
  ""num_writers"": 4,
  ""read_bandwidth_mbps"": 9793.91,
  ""read_iops"": 2.50724e+06,
  ""write_bandwidth_mbps"": 643.257,
  ""write_iops"": 164674,
  ""total_bandwidth_mbps"": 10437.2,
  ""total_iops"": 2.67192e+06,
  ""total_read_bytes"": 102697521152,
  ""total_write_bytes"": 6745100288,
  ""total_read_ops"": 25072637,
  ""total_write_ops"": 1646753,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,64,10437.2,2671920.0,True,36.46979641914368,643.257
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 64 --duration 10 --read-ratio 1.0 --json --random,local_dram,0,10,True,Local DRAM,0,0,64,0,0,True,10754.9,1.0,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 64,
  ""read_ratio"": 1,
  ""num_readers"": 64,
  ""num_writers"": 0,
  ""read_bandwidth_mbps"": 10754.9,
  ""read_iops"": 2.75327e+06,
  ""write_bandwidth_mbps"": 0,
  ""write_iops"": 0,
  ""total_bandwidth_mbps"": 10754.9,
  ""total_iops"": 2.75327e+06,
  ""total_read_bytes"": 112774758400,
  ""total_write_bytes"": 0,
  ""total_read_ops"": 27532900,
  ""total_write_ops"": 0,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,64,10754.9,2753270.0,True,36.77604651451111,0
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 172 --duration 10 --read-ratio 0.0 --json --random,local_dram,0,10,True,Local DRAM,0,0,0,172,0,True,0,0.0,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 172,
  ""read_ratio"": 0,
  ""num_readers"": 0,
  ""num_writers"": 172,
  ""read_bandwidth_mbps"": 0,
  ""read_iops"": 0,
  ""write_bandwidth_mbps"": 7604.61,
  ""write_iops"": 1.94678e+06,
  ""total_bandwidth_mbps"": 7604.61,
  ""total_iops"": 1.94678e+06,
  ""total_read_bytes"": 0,
  ""total_write_bytes"": 79741063168,
  ""total_read_ops"": 0,
  ""total_write_ops"": 19468033,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,172,7604.61,1946780.0,True,36.150389432907104,7604.61
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 172 --duration 10 --read-ratio 0.15 --json --random,local_dram,0,10,True,Local DRAM,0,0,25,147,0,True,1144.49,0.15,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 172,
  ""read_ratio"": 0.15,
  ""num_readers"": 25,
  ""num_writers"": 147,
  ""read_bandwidth_mbps"": 1144.49,
  ""read_iops"": 292988,
  ""write_bandwidth_mbps"": 6731.4,
  ""write_iops"": 1.72324e+06,
  ""total_bandwidth_mbps"": 7875.89,
  ""total_iops"": 2.01623e+06,
  ""total_read_bytes"": 12000903168,
  ""total_write_bytes"": 70584414208,
  ""total_read_ops"": 2929908,
  ""total_write_ops"": 17232523,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,172,7875.89,2016230.0,True,35.96122431755066,6731.4
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 172 --duration 10 --read-ratio 0.25 --json --random,local_dram,0,10,True,Local DRAM,0,0,43,129,0,True,2041.64,0.25,0,success,,"{
  ""test_duration"": 10.001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 172,
  ""read_ratio"": 0.25,
  ""num_readers"": 43,
  ""num_writers"": 129,
  ""read_bandwidth_mbps"": 2041.64,
  ""read_iops"": 522661,
  ""write_bandwidth_mbps"": 6023.86,
  ""write_iops"": 1.54211e+06,
  ""total_bandwidth_mbps"": 8065.5,
  ""total_iops"": 2.06477e+06,
  ""total_read_bytes"": 21410422784,
  ""total_write_bytes"": 63171375104,
  ""total_read_ops"": 5227154,
  ""total_write_ops"": 15422699,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.001,172,8065.5,2064770.0,True,35.71873593330383,6023.86
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 172 --duration 10 --read-ratio 0.35 --json --random,local_dram,0,10,True,Local DRAM,0,0,60,112,0,True,2861.75,0.35,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 172,
  ""read_ratio"": 0.35,
  ""num_readers"": 60,
  ""num_writers"": 112,
  ""read_bandwidth_mbps"": 2861.75,
  ""read_iops"": 732607,
  ""write_bandwidth_mbps"": 5321.43,
  ""write_iops"": 1.36229e+06,
  ""total_bandwidth_mbps"": 8183.18,
  ""total_iops"": 2.09489e+06,
  ""total_read_bytes"": 30007996416,
  ""total_write_bytes"": 55799967744,
  ""total_read_ops"": 7326171,
  ""total_write_ops"": 13623039,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,172,8183.18,2094890.0,True,36.161763429641724,5321.43
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 172 --duration 10 --read-ratio 0.45 --json --random,local_dram,0,10,True,Local DRAM,0,0,77,95,0,True,3788.56,0.45,0,success,,"{
  ""test_duration"": 10.0001,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 172,
  ""read_ratio"": 0.45,
  ""num_readers"": 77,
  ""num_writers"": 95,
  ""read_bandwidth_mbps"": 3788.56,
  ""read_iops"": 969871,
  ""write_bandwidth_mbps"": 4605.58,
  ""write_iops"": 1.17903e+06,
  ""total_bandwidth_mbps"": 8394.14,
  ""total_iops"": 2.1489e+06,
  ""total_read_bytes"": 39726272512,
  ""total_write_bytes"": 48293474304,
  ""total_read_ops"": 9698797,
  ""total_write_ops"": 11790399,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0001,172,8394.14,2148900.0,True,36.866857290267944,4605.58
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 172 --duration 10 --read-ratio 0.5 --json --random,local_dram,0,10,True,Local DRAM,0,0,86,86,0,True,4220.2,0.5,0,success,,"{
  ""test_duration"": 10.0002,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 172,
  ""read_ratio"": 0.5,
  ""num_readers"": 86,
  ""num_writers"": 86,
  ""read_bandwidth_mbps"": 4220.2,
  ""read_iops"": 1.08037e+06,
  ""write_bandwidth_mbps"": 4254.33,
  ""write_iops"": 1.08911e+06,
  ""total_bandwidth_mbps"": 8474.53,
  ""total_iops"": 2.16948e+06,
  ""total_read_bytes"": 44252954624,
  ""total_write_bytes"": 44610826240,
  ""total_read_ops"": 10803944,
  ""total_write_ops"": 10891315,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0002,172,8474.53,2169480.0,True,36.52718210220337,4254.33
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 172 --duration 10 --read-ratio 0.55 --json --random,local_dram,0,10,True,Local DRAM,0,0,94,78,0,True,4682.25,0.55,0,success,,"{
  ""test_duration"": 10.0004,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 172,
  ""read_ratio"": 0.55,
  ""num_readers"": 94,
  ""num_writers"": 78,
  ""read_bandwidth_mbps"": 4682.25,
  ""read_iops"": 1.19866e+06,
  ""write_bandwidth_mbps"": 3880.85,
  ""write_iops"": 993498,
  ""total_bandwidth_mbps"": 8563.1,
  ""total_iops"": 2.19215e+06,
  ""total_read_bytes"": 49099014144,
  ""total_write_bytes"": 40695386112,
  ""total_read_ops"": 11987064,
  ""total_write_ops"": 9935397,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0004,172,8563.1,2192150.0,True,36.62495470046997,3880.85
64.0,/root/schedcp/workloads/cxl-micro/double_bandwidth -N 0 -M 0 --buffer-size 68719476736 --threads 172 --duration 10 --read-ratio 0.65 --json --random,local_dram,0,10,True,Local DRAM,0,0,111,61,0,True,5653.98,0.65,0,success,,"{
  ""test_duration"": 10.0005,
  ""buffer_size"": 68719476736,
  ""block_size"": 4096,
  ""num_threads"": 172,
  ""read_ratio"": 0.65,
  ""num_readers"": 111,
  ""num_writers"": 61,
  ""read_bandwidth_mbps"": 5653.98,
  ""read_iops"": 1.44742e+06,
  ""write_bandwidth_mbps"": 3116.79,
  ""write_iops"": 797898,
  ""total_bandwidth_mbps"": 8770.76,
  ""total_iops"": 2.24532e+06,
  ""total_read_bytes"": 59289055232,
  ""total_write_bytes"": 32683446272,
  ""total_read_ops"": 14474867,
  ""total_write_ops"": 7979357,
  ""numa_node"": 0,
  ""enable_numa"": true,
  ""memory_numa_node"": 0,
  ""used_numa_alloc"": true,
  ""device_path"": """",
  ""use_mmap"": false,
  ""is_cxl_mem"": false,
  ""random_access"": true
}
",10.0005,172,8770.76,2245320.0,True,35.976035594940186,3116.79
